"Timestamp","Cluster Name","Number of CPUs","CPU Type","CPU Clock","Rocks Version","Organization","Location","Member of Rocks Grid","Notes","FLOPs"
"2004-04-16","spacenukes","20","Opteron","1.40","3.0.0","Los Alamos National Laboratory","Los Alamos, NM","no","N/A","56"
"2004-04-20","Xantos Rock","18","Pentium 4","2.40","3.1.0","Xantos Biomedicine AG","Munich","no","N/A","86.4"
"2004-04-21","*Private*","256","Opteron","2.20","3.1.0","*Private*","Paris, France","no","N/A","1126.4"
"2004-04-22","Skynet","25","Pentium 3","0.35","3.1.0","Skynet","Falun, Sweden","no","N/A","8.75"
"2004-04-25","Beowulf","68","Pentium 4","2.40","Other","University of Houston HPC Group","Houston","no","N/A","326.4"
"2004-04-26","private","12","Pentium 4","2.00","2.3.1","Private","Worcester, MA","no","N/A","48"
"2004-05-11","funcluster1","3","Pentium 3","0.45","2.3.2","private","Boston Metrowest, MA","no","BioBrew dist","1.35"
"2005-02-23","VMGrid","4","Other","3.40","3.1.0","Ascential Software","Westborough, MA","no","This cluster demonstrates Rocks on multiple VMWare workstation virtual machines all hosted on the same Windows PC. Yes, it can work under VMWare 4.5!","13.6"
"2004-05-14","Fermilab reconstruction farms","1504","Pentium 3","1.50","3.0.0","Fermilab","Batavia, IL","no","Cluster is mix of PIII, Athlon, PIVXeoCycle speed is averaged across performancof all our computers on our typicaapplication, normalized in PIII units","2256"
"2004-07-15","PROTEUS","14","Other","0.80","Other","private","Greenbelt Maryland","no","FPU issue rate is 1/2 of clock. 5.2 GFLP for 13 800 MHz nodes for C3 cpu 10400 MIP1 I/O Node","11.2"
"2005-05-18","Seraph Cluster","128","Opteron","2.20","3.3.0","AMD Developer Center","Sunnyvale","no","Running Opteron 875 Dual-Core 2.2 GHz CPUs","563.2"
"2004-08-06","prisms","162","Pentium 3","0.80","3.2.0","Center for Computational Visualization, The University of Texas","Austin, TX","no","http://www.ices.utexas.edu/CCV, Dr. Chandrajit BajajCAM Chair in Visualization","129.6"
"2004-05-28","CSE","22","Opteron","2.20","3.2.0","Computational Science & Engineering","University of California, Davis","no","N/A","96.8"
"2004-06-01","Coltrane","10","Opteron","1.60","3.2.0","UIUC","Illinois","no","N/A","32"
"2004-06-02","Odyssey","8","Opteron","2.40","3.1.0","Open Biosystems","Huntsville, Alabama","yes","N/A","38.4"
"2004-06-04","Spindel","16","Opteron","1.80","3.2.0","UCSD CSE SC Group","San Diego","no","N/A","57.6"
"2004-06-05","ICS Alpha","32","Pentium 4","2.80","3.2.0","Math Dept, Shanghai Jiaotong University","Shanghai, China","no","N/A","179.2"
"2004-06-08","InfoCluster","12","Pentium 3","1.00","3.1.0","CENAPAD-MG/CO","Universidade Federal Minas Gerais, Brazil","yes","N/A","12"
"2004-06-11","cxkurue","16","Pentium 4","2.40","3.1.0","Walailak U","Nakhorsrithumarach Thailand","no","N/A","76.8"
"2004-09-29","Norgrid NTNU","66","Pentium 4","3.40","3.2.0","NTNU","Trondheim, Norway","yes","N/A","448.8"
"2007-03-17","Emerald","5","Opteron","2.80","4.2.1","AMD Developer Center","Sunnyvale","no","N/A","28"
"2004-06-17","Mouse","16","Opteron","2.00","3.2.0","AMD Developer Center","Sunnyvale","no","N/A","64"
"2005-05-20","Isabella","160","Pentium 4","3.40","3.3.0","University Computing Centre - SRCE","Zagreb, Croatia","no","N/A","1088"
"2012-07-14","Spider","18","EM64T-8","2.40","6.0","LMT-COPPE-UFRJ","PEM-COPPE/UFRJ, Rio de Janeiro, Brasil","yes","N/A","345.6"
"2004-06-22","Pit","68","Opteron","2.20","3.1.0","Johns Hopkins Bloomberg School of Public Health","Baltimore, MD","no","N/A","299.2"
"2004-06-24","OCTOPUS","3","Athlon XP","1.90","3.2.0","Universidad Técnica Federico Santa Maria","Valparaiso, Chile","no","N/A","11.4"
"2004-06-25","Raster","42","Opteron","2.00","3.2.0","NCMIR/UCSD","San Diego","yes","N/A","168"
"2005-10-12","InGRID","25","EM64T","2.40","3.3.0","Institute of Space Sciences","Magurele","yes","This is the new cluster","120"
"2004-06-28","VSCluster","14","Pentium 4","2.80","3.2.0","Laboratory for Solid State Chemistry","Nijmegen, The Netherlands","no","N/A","78.4"
"2004-06-28","Ralph","32","Pentium 3","1.00","3.2.0","White Eagle Engineering","Olney, Maryland","yes","This is a private home brew cluster built from junk on eBay for about $8K. I run various open source CFD codes in addition to my own development in 3D multiphase flow. My motivation has been to have the resouces necassary to design a solar cooling technology I've been thinking about for the past 10 years or so.","32"
"2004-09-30","Hermes","12","Pentium 4","2.61","3.1.0","UCLM Computational Chemistry Group","Ciudad Real (Spain)","no","N/A","62.64"
"2004-07-01","IIM-SUN","16","Pentium 4","2.80","3.2.0","Instituto de Investigaciones en Materiales","Mexico City","yes","N/A","89.6"
"2004-07-02","SAURON","8","Pentium 4","1.70","3.2.0","Laboratorio de Computación de Alto Rendimiento UNET","San Cristobal - Venezuela","yes","N/A","27.2"
"2004-07-09","BiCEPs","26","Opteron","2.20","3.2.0","University of Bielefeld","Bielefeld, Germany","no","N/A","114.4"
"2004-07-09","SetiBuster","16","Pentium 3","0.50","3.0.0","N/A","San Juan Puerto Rico","yes","N/A","8"
"2004-07-16","elfie","32","Pentium 4","2.20","3.2.0","ZIB","Berlin","no","N/A","140.8"
"2005-06-22","ACI lpqsv11","78","Opteron","2.00","4.0.0","Laboratoire de Physique Quantique","Toulouse - France","no","N/A","312"
"2004-07-20","Debora","24","Pentium 2","0.45","3.2.0","Johns Hopkins University","Baltimore","no","N/A","10.8"
"2004-08-06","prisms.ices","1","Pentium 3","0.80","3.2.0","N/A","N/A","no","N/A","0.8"
"2004-12-20","SRITHAN","4","Pentium 3","0.87","3.3.0","Khon Kaen University","Khon Kaen, Thailand","no","N/A","3.48"
"2004-07-27","NetworkBooster Research Cluster","10","Pentium 3","1.00","2.3.2","NetworkBooster","Mississauga, Canada","yes","N/A","10"
"2011-05-21","MAEKA","64","EM64T-4","2.40","5.4","Department of CPE, Kasetsart University","Bangkok, Thailand","no","N/A","614.4"
"2004-07-27","ares","12","Opteron","2.00","3.2.0","Tulane University","New Orleans","no","N/A","48"
"2004-07-29","FSUHEP CMS Grid","7","Pentium 4","2.40","3.2.0","Florida State University","Tallahassee, FL","no","N/A","33.6"
"2004-08-02","Idea","352","Opteron","2.20","3.2.0","SONY IDL","TOKYO Japan","no","N/A","1548.8"
"2004-08-02","Miniwulf","4","Pentium 2","0.40","3.2.0","Goddard Space Flight Center","Greenbelt, Maryland","no","N/A","1.6"
"2006-11-21","Niobe","288","Opteron","2.00","4.1","AMD Developer Center","Sunnyvale, Ca","no","N/A","1152"
"2005-08-19","CAMETA","16","Athlon XP","2.40","3.2.0","Computational Fluid Dynamics Laboratory","Suranaree University of Technology, Nakhon Ratchasima, Thailand","yes","N/A","76.8"
"2004-08-17","Geowulf","2","Athlon","1.80","3.2.0","Geowulf","Round Rock, TX","no","N/A","3.6"
"2004-08-17","Systemax Super Computer","10","Opteron","1.80","3.2.0","Systemax Manufacturing","Fletcher Ohio","no","N/A","36"
"2005-04-12","MDS_cluster","5","Pentium 3","2.00","3.3.0","Medical Data Systems Limited","Stanmore London","yes","about to upgrate to version 4 beta. testing postgress in cluster format.","10"
"2004-08-18","UC SanDiegoPG","192","Pentium 4","2.60","3.1.0","UCSD High Energy Physics","San Diego","no","N/A","998.4"
"2009-01-27","USCMS Fermilab Tier1","7600","EM64T-4","2.66","4.3","Fermi National Accelerator Lab","Batavia,IL","no","N/A","80864"
"2004-08-22","Nivation","172","Pentium 4","3.06","3.2.0","ICME @ Stanford University","Palo Alto, CA","no","N/A","1052.64"
"2005-02-08","TUXs","4","Pentium 4","2.53","3.3.0","HPC Project, System Support Dept, Technology Supply Co., Ltd.","Seri Center, Bangkok, Thailand.","no","Technology sUpply eXperial System.","20.24"
"2004-08-28","Altosys01","16","Pentium 4","1.80","Unspecified","Altosys Software Technologies Ltd.","Chennai, India","no","N/A","57.6"
"2004-08-29","Themis Cluster","9","Pentium 3","1.33","3.2.0","IUPUI","Indianapolis","no","N/A","11.97"
"2004-08-31","Aspen","6","Pentium 4","2.80","Other","N/A","N/A","no","N/A","33.6"
"2004-09-06","THORIUM","20","Pentium 4","3.00","Unspecified","Computationa Chemistry, Venezuelan Research Institute","Caracas","yes","6 nodes 1.7 MGHZ, 6 nodes 2.4, 8 nodes 3.06","120"
"2004-12-16","Scalar_UIS","10","Pentium 2","0.35","2.3.2","SCALAR Servicio de Computo de Alto Rendimiento","Bucaramanga, Colombia","no","N/A","3.5"
"2004-09-09","MOVES","6","Pentium 3","0.50","3.2.0","MOVES institute","Monterey, CA","no","N/A","3"
"2004-09-09","ROCKPOR","8","Athlon XP","2.00","3.2.0","Baird Petrophysical International, Inc.","Houston, Texas U.S.A.","no","N/A","32"
"2004-09-09","ROCKBIT","4","Pentium 4","2.80","3.2.0","Baird Petrophysical International, Inc.","Houston, Texas U.S.A.","no","N/A","22.4"
"2004-09-15","Auxilium Cluster","2","Pentium 4","1.80","3.2.0","Auxilium Software Development","Delft","no","N/A","7.2"
"2005-02-21","Arjun","116","Pentium 4","3.20","3.2.0","Indiana Centers for Applied Protein Science","Indianapolis","no","N/A","742.4"
"2004-09-19","Baraddur","32","Pentium 4","2.80","3.2.0","Dept. of Physics, KAIST","Daejeon, Republic of Korea","no","N/A","179.2"
"2004-09-25","ATOMS","2","Pentium 3","0.50","3.2.0","Aerodynamic Research Center, UTA","Arlington","yes","N/A","1"
"2008-01-24","Alborz","70","EM64T-4","2.00","3.3.0","San Diego State University","San Diego","yes","N/A","560"
"2004-09-29","Clustis","22","Pentium 4","3.40","3.2.0","NTNU","Trondheim","yes","N/A","149.6"
"2004-10-01","Chempossible","42","Pentium 4","2.80","3.2.0","National Biomedical Computational Resource","San Diego","yes","N/A","235.2"
"2009-10-06","Smithsonian Hydra","1800","Opteron","2.30","5.1","Smithsonian Institution","Herndon, VA","no","N/A","8280"
"2004-10-05","clues","198","Athlon MP","2.13","Other","INFM","Naples, Italy","no","N/A","843.48"
"2004-10-08","Undergrad Lab Cluster","22","Athlon XP","2.10","3.2.0","University of Toronto, Dept. of Chemistry","Toronto","no","N/A","92.4"
"2004-10-14","UAI Rocks Cluster","3","Pentium 4","2.40","3.2.0","UAI, Inc.","Huntsville, AL","no","N/A","14.4"
"2004-10-13","CHEPREO FIU Cluster","42","Pentium 4","2.67","3.0.0","Florida International University","Miami","yes","N/A","224.28"
"2004-10-14","Dolphin","12","Pentium 4","3.20","Other","PSERC, Cornell","Ithaca","no","N/A","76.8"
"2004-10-21","Hydro Hydra","14","Pentium 4","2.80","3.3.0","University of Washington Hydrology Gruop","Seattle","no","N/A","78.4"
"2004-10-21","Montague","11","Pentium 4","3.20","3.2.0","CSIRO Petroleum","Melbourne, Australia","no","N/A","70.4"
"2004-10-23","Opal","34","Opteron","1.60","3.3.0","OptIPuter","San Diego","no","N/A","108.8"
"2004-10-27","karan","450","Athlon MP","2.40","3.0.0","N/A","san diego","yes","N/A","2160"
"2004-10-28","TreeLab Hydra","16","Pentium 4","2.80","3.2.0","Universite de Sherbrooke","Sherbrooke Quebec","no","N/A","89.6"
"2007-11-16","Parrillada completa","92","EM64T","2.80","4.2.1","Departement Theory and Computer Simulation","Marseille (France)","no","N/A","515.2"
"2004-10-28","IO/USP LabMon Cluster","10","Opteron","1.60","3.3.0","University of Sao Paulo / IO","Sao Paulo","yes","N/A","32"
"2008-06-10","Jaspis Cluster (Mgrid)","19","Opteron","1.80","4.1","Helsinki Institute of Physics","Espoo, Finland","no","N/A","68.4"
"2004-11-02","SVG DELL","80","Pentium 4","3.20","3.3.0","CESGA","Santiago de Compostela - Galicia - SPAIN","no","N/A","512"
"2004-11-04","Fishtracker","8","Opteron","1.40","3.3.0","University of Puerto Rico Mayaguez Campus","Mayaguez, Puerto Rico","yes","N/A","22.4"
"2005-04-28","BAMA","24","Athlon","1.40","3.3.0","University of Alabama","Tuscaloosa","no","N/A","33.6"
"2004-11-09","Neper","8","Itanium 2","0.90","3.3.0","unieuro","Brasilia","yes","muito bem","28.8"
"2004-11-10","Lihue","46","Pentium 4","1.80","3.3.0","Berkeley Phylogenomics Group","Berkeley","no","N/A","165.6"
"2004-11-15","quimicas1","8","Pentium 3","0.93","3.2.0","Universidad Nacional de Cordoba - Facultad de Ciencias Quimicas","Argentina","no","This cluster is a project that still under construcition, in a not so far future we hope to have a grid that joins every cluster from the UNC.","7.44"
"2004-11-18","JSUHPC","16","Pentium 4","3.20","3.3.0","Jacksonville State University","Jacksonville, AL","no","N/A","102.4"
"2004-11-22","Firn","112","Pentium 3","1.00","3.2.0","ICME @ Stanford University","Stanford, CA","yes","N/A","112"
"2004-11-22","Sintering","48","Opteron","1.60","3.3.0","ICME @ Stanford University","Stanford, CA","no","N/A","153.6"
"2004-11-22","Regelation","8","Pentium 4","3.06","3.2.0","ICME @ Stanford University","Stanford, CA","no","N/A","48.96"
"2004-11-22","GFunk","164","Pentium 4","2.66","3.2.0","ICME @ Stanford University","Stanford, CA","no","N/A","872.48"
"2004-11-24","dalecluster","70","Pentium 4","3.00","3.3.0","University of California, San Diego","San Diego","no","N/A","420"
"2005-02-28","Fimm","178","Opteron","2.40","3.3.0","Bergen Center for Computational Science","Bergen, Norway","no","Actually 172x 2.4 GHz opterons + 6x 3.0 GHz EM64T, but this form didn't support inputing that.25 nodes has low latency SCI interconnect.","854.4"
"2009-05-18","WSU Campus Grid","1054","Pentium 4","2.50","4.2.1","Wayne State University","Detroit Michigan","no","http://www.grid.wayne.edu","5270"
"2004-12-01","Marvin","9","Opteron","1.80","3.3.0","University of Leicester","Leicester, UK","no","N/A","32.4"
"2004-12-02","BoccaLupo","40","Pentium 4","3.00","3.2.0","University of Arizona, Dept Geosciences","Tucson","yes","N/A","240"
"2008-03-17","susquehanna","12","EM64T","2.40","4.3","university of illinois at urbana-champaign","champaign","no","Original specification: 8 nodes of Athlon 2500+ (1.8Mhz)","57.6"
"2004-12-09","Neuroimaging Lab - University of Florida","18","Opteron","1.80","3.3.0","University of Florida/VA Medical Center","Gainesville, FL","no","N/A","64.8"
"2005-01-26","PAUILLAC","4","Pentium 4","3.00","3.3.0","N/A","EVRY (FRANCE)","no","N/A","24"
"2004-12-10","return","1","Athlon","2.40","Other","N/A","hk","no","N/A","2.4"
"2004-12-10","Espinosa","23","Pentium 4","3.00","3.3.0","Northwestern University Mechanical Engineering Department","Evanston, IL","yes","N/A","138"
"2004-12-14","Monster2","21","Athlon XP","2.20","3.3.0","Polymer Phyics, University of Bristol","Bristol","no","N/A","92.4"
"2004-12-15","CLVT","44","Opteron","1.80","3.3.0","CINES","Montpellier","no","N/A","158.4"
"2004-12-15","TRLabs Rocks","10","Other","2.40","3.3.0","TRLabs","Winnipeg, Manitoba, Canada","no","N/A","24"
"2004-12-16","Zeus Cluster","32","Athlon MP","1.40","3.3.0","Northwestern University, Mechanical Engineering, TAM group","Evanston, IL","no","N/A","89.6"
"2005-01-20","Muskrat","10","Pentium 4","0.93","3.2.0","ASU Computer Science Department","Jonesboro, AR","no","N/A","18.6"
"2004-12-20","assegai","16","Pentium 4","3.20","3.3.0","University Of Kwazulu-Natal","Durban","no","N/A","102.4"
"2004-12-21","Oceano","8","Opteron","2.40","3.3.0","Institute Oceanography, University Lisbon","Lisboa, Portugal","no","N/A","38.4"
"2005-01-03","odin","22","Athlon MP","1.67","3.3.0","Washington State University","Pullman, WA","no","N/A","73.48"
"2005-01-01","Grape","4","Pentium 4","3.00","3.3.0","Urumqi Observatory, NAO-CAS","Urumqi, P. R. China","no","N/A","24"
"2005-01-04","TWG #1","4","Athlon","2.00","3.1.0","TWG Engineering","Indianapolis, IN","no","N/A","8"
"2005-06-22","medusa","15","Pentium 4","3.00","3.3.0","Dept. of Computer Science, Oslo University College","Oslo, Norway","no","N/A","90"
"2005-02-03","Sean's Cluster","2","Athlon XP","1.40","3.3.0","Personal","Rotonda, FL","yes","My actual Personal computers bolth my new and old ones. Great OS Used the RPMS from Fedora Core3 to create a great desktop O.S.","5.6"
"2005-01-13","Armoury","8","Pentium 4","2.80","3.3.0","Telstra Research Laboratories","Sydney, Australia","no","N/A","44.8"
"2005-01-12","Argus","12","Pentium 3","1.00","3.3.0","Northwestern University","Evanston, Illinois","no","N/A","12"
"2005-01-21","octet","16","Athlon MP","1.80","3.3.0","U. S. Naval Research Laboratory","Washington, DC","no","N/A","57.6"
"2005-01-24","GMPS","4","Pentium 4","2.40","3.3.0","ISS","Bucharest, Romania","yes","N/A","19.2"
"2005-01-26","superchode","18","Pentium 3","0.66","3.3.0","codefactory.org","Sheffield, UK","no","Compute nodes are: 2 x 667MHz P3, 1GB memory, Myrinet 1000, Ethernet. Front end is: 2 x 667MHz P3, 1GB memory, Ethernet. M2L-SW16 Myrinet switch, Cisco 2916XL Ethernet switch","11.88"
"2005-01-27","behemoth","32","Pentium 4","2.80","3.3.0","IECB","Bordeaux, France","no","N/A","179.2"
"2005-01-27","renoir","18","Pentium 4","2.20","3.2.0","Aerospace Testing Alliance","Arnold AFB, TN","no","N/A","79.2"
"2005-01-27","opie","10","Opteron","2.20","3.3.0","Aerospace Testing Alliance","Arnold Air Force Base, TN","no","N/A","44"
"2005-01-28","gromada","66","Itanium 2","1.40","3.3.0","Wroclaw Centre for Networking and Supercomputing","Wroclaw, Poland","no","N/A","369.6"
"2005-02-01","cptcrunch","16","Pentium 4","2.80","3.3.0","Lakehead University","Thunder Bay","no","N/A","89.6"
"2008-07-02","pendon","96","EM64T","3.40","3.3.0","College of Engineering","Univ. of Washington / Seattle, WA","no","we.ve been running clusters for several years mostly using oscar (since v1.0). For this new cluster, I am going with rocks.","652.8"
"2005-02-05","Belle-KEK-Dell","300","EM64T","3.40","3.3.0","High Energy Accelerator Research Organization","Tsukuba-shi, Japan","no","N/A","2040"
"2005-02-05","Amala","66","Opteron","1.80","3.3.0","CSE/Geology UC Davis","Davis","yes","N/A","237.6"
"2005-02-05","Genomics cluster","48","Opteron","2.20","3.3.0","CSE/Genomics UC Davis","Davis","yes","N/A","211.2"
"2005-09-15","The Giant Gila Monster Cluster","62","Opteron","2.20","3.3.0","University of Arizona, ACMS","Tucson, AZ","no","N/A","272.8"
"2005-02-07","lucio","8","Pentium 4","3.40","3.3.0","ICCOM-CNR","Firenze (Italy)","no","N/A","54.4"
"2005-02-07","Hydra.esam.northwestern.edu","66","Pentium 4","2.66","3.0.0","N/A","N/A","yes","N/A","351.12"
